Id,Label,Troll
1,"Sky Technologies, LLC",1
5,Techsearch L L C,1
8,Mastercard Incorporated,0
15,GTE Southwest Incorporated,0
18,"Gateway, Inc.",0
20,Sandisk Corporation,0
29,Regions Financial Corporation,0
36,Digitude Innovations LLC,1
42,"Thales e-Transactions, Incorporated",0
43,"Yelp!, Inc.",0
44,Hopewell Culture & Design LLC,1
45,"Toys ""R"" Us-Delaware, Inc.",0
48,The Allstate Corporation,0
50,"Creative Labs, Inc.",0
55,"24P, LLC",1
61,"Wolf Run Hollow, LLC",1
62,"Avis Budget Group, Inc.",0
69,Siemens Corporation,0
70,Double Rock Corporation,1
71,"Phoenix IP, LLC",1
72,"Apple Computer, Inc.",0
75,Acer America Corporation,0
76,"BetaNet, LLC",1
78,"McAfee, Inc.",0
80,"Blockbuster, Inc.",0
82,"Stragent, LLC",1
83,Peoplenet Communications Corporation,0
86,"Bright Response, LLC",1
87,PT Diagnostics LLC,1
93,"PayPal, Inc.",0
94,Broadcom Corporation,0
106,Pragmatus AV LLC,1
110,"Townshend Intellectual Property, L.L.C.",1
115,Rates Technology Inc.,1
116,"Dillard's, Inc.",0
125,"YouTube, LLC",0
143,TV Interactive Data Corporation,1
147,"Traffic Information, LLC",1
149,"SPH America, LLC",1
150,New York Life Insurance Company,0
152,Match.Com LLC,0
155,Alltel Corporation,0
156,"Nextel of California, Inc.",0
163,"Kohl's Department Stores, Inc.",0
167,"Sprint Solutions, Inc.",0
169,"Response Reward Systems, L.C.",1
175,Mustek Inc,0
179,United States Cellular Corporation,0
182,"Net Navigation Systems, LLC",1
186,STMicroelectronics N.V.,0
190,"Cequel Communications, LLC",0
192,Pinpoint Incorporated,1
194,sony,0
197,"Uniloc USA, Inc.",1
199,D-Link Corporation,0
208,sharp,0
209,"Card Activation Technologies, Inc.",1
210,"Parallel Networks, LLC",1
212,"TigerDirect, Inc.",0
215,"Lexmark International, Inc.",0
223,"Solid State Storage Solutions, Inc.",1
225,General Electric Capital Services Inc,0
